source,target,song,type
Ozzy Osbourne,Lemmy,Hellraiser - 30th Anniversary Edition,collab
Ozzy Osbourne,Motörhead,Hellraiser - 30th Anniversary Edition,collab
Ozzy Osbourne,Rob Zombie,Iron Head,collab
Ozzy Osbourne,Black Sabbath,,band_member
Lemmy,Motörhead,Hellraiser - 30th Anniversary Edition,collab
Lemmy,Probot,Shake Your Blood (feat. Lemmy Kilmister),collab
Lemmy,Emigrate,Rock City,collab
Motörhead,Larry Wallis,,band_member
Motörhead,Eddie Clarke,,band_member
Motörhead,Pete Gill,,band_member
Motörhead,Brian Robertson,,band_member
Motörhead,Phil Campbell,,band_member
Motörhead,Phil Taylor,,band_member
Motörhead,Lucas Fox,,band_member
Motörhead,Michael Burston,,band_member
Motörhead,Ian Fraser Kilmister,,band_member
Motörhead,Micael Kiriakos Delaoglou,,band_member
Metallica,Kirk Hammett,,band_member
Metallica,Lars Ulrich,,band_member
Metallica,Dave Mustaine,,band_member
Metallica,James Hetfield,,band_member
Metallica,Cliff Burton,,band_member
Metallica,Jason Newsted,,band_member
Metallica,Robert Trujillo,,band_member
Metallica,Ron McGovney,,band_member
Metallica,J Balvin,Wherever I May Roam,collab
Metallica,Lou Reed,Pumping Blood,collab
Metallica,Marianne Faithfull,The Memory Remains,collab
Dave Mustaine,Megadeth,,band_member
Dave Mustaine,Lamb of God,Wake up Dead (feat. Dave Mustaine),collab
Robert Trujillo,Miley Cyrus,Nothing Else Matters,collab
Robert Trujillo,WATT,Nothing Else Matters,collab
Robert Trujillo,Elton John,Nothing Else Matters,collab
Robert Trujillo,Yo-Yo Ma,Nothing Else Matters,collab
Robert Trujillo,Chad Smith,Nothing Else Matters,collab
Probot,Dave Grohl,,band_member
Probot,Matt Sweeney,,band_member
Probot,Adam Kasper,,band_member
Probot,Jack Black,I Am the Warlock (feat. Jack Black),collab
Dave Grohl,Nirvana,,band_member
Dave Grohl,Foo Fighters,,band_member
Dave Grohl,Queens of the Stone Age,,band_member
Dave Grohl,Killing Joke,,band_member
Dave Grohl,Josh Homme,Mantra,collab
Dave Grohl,Trent Reznor,Mantra,collab
Dave Grohl,Them Crooked Vultures,,band_member
Dave Grohl,Paul McCartney,Cut Me Some Slack,collab
Dave Grohl,Krist Novoselic,Cut Me Some Slack,collab
Dave Grohl,Pat Smear,Cut Me Some Slack,collab
Nirvana,Chad Channing,,band_member
Nirvana,Dan Peters,,band_member
Nirvana,Dale Crover,,band_member
Nirvana,Kurt Cobain,,band_member
Nirvana,Krist Novoselic,,band_member
Nirvana,Jason Everman,,band_member
Nirvana,Aaron Burckhard,,band_member
Nirvana,Dave Foster (14),,band_member
Dan Peters,Screaming Trees,,band_member
Dale Crover,Melvins,,band_member
Krist Novoselic,Paul McCartney,Cut Me Some Slack,collab
Krist Novoselic,Pat Smear,Cut Me Some Slack,collab
Jason Everman,Soundgarden,,band_member
Courtney Love,Hole,,band_member
Courtney Love,Michael Stipe,Rio Grande,collab
Courtney Love,Jackshit,Rio Grande,collab
Michael Stipe,R.E.M.,,band_member
Michael Stipe,Jackshit,Rio Grande,collab
Michael Stipe,Placebo,Broken Promise,collab
Jackshit,Steve Youth,,band_member
Jackshit,Dave Fry,,band_member
Jackshit,Ben Wa (2),,band_member
R.E.M.,Mike Mills,,band_member
R.E.M.,Peter Buck,,band_member
R.E.M.,Bill Berry (2),,band_member
R.E.M.,Bertis Downs IV,,band_member
R.E.M.,Jefferson Holt,,band_member
Hole,Melissa Auf Der Maur,,band_member
Hole,Eric Erlandson,,band_member
Hole,Jill Emery,,band_member
Hole,Leslie Hardy,,band_member
Hole,Patty Schemel,,band_member
Hole,Samantha Maloney,,band_member
Hole,Kristen Pfaff,,band_member
Hole,Caroline Rue,,band_member
Hole,Micko Larkin,,band_member
Hole,Shawn Dailey,,band_member
Hole,Stuart Fisher (2),,band_member
Melissa Auf Der Maur,The Smashing Pumpkins,,band_member
The Smashing Pumpkins,Billy Corgan,,band_member
The Smashing Pumpkins,James Iha,,band_member
The Smashing Pumpkins,Jimmy Chamberlin,,band_member
The Smashing Pumpkins,Ginger Reyes,,band_member
The Smashing Pumpkins,D'Arcy Wretzky,,band_member
The Smashing Pumpkins,Nicole Fiorentino,,band_member
The Smashing Pumpkins,Jeff Schroeder,,band_member
The Smashing Pumpkins,Mike Byrne (2),,band_member
James Iha,A Perfect Circle,,band_member
Nine Inch Nails,Chris Vrenna,,band_member
Nine Inch Nails,Martin Atkins,,band_member
Nine Inch Nails,Joshua Eustis,,band_member
Nine Inch Nails,Trent Reznor,,band_member
Nine Inch Nails,Charlie Clouser,,band_member
Nine Inch Nails,Danny Lohner,,band_member
Nine Inch Nails,Jerome Dillon,,band_member
Nine Inch Nails,Adrian Belew,,band_member
Nine Inch Nails,Lisa Fischer,,band_member
Nine Inch Nails,Richard Patrick,,band_member
Nine Inch Nails,Sharlotte Gibson,,band_member
Nine Inch Nails,Pino Palladino,,band_member
Nine Inch Nails,Robin Finck,,band_member
Nine Inch Nails,Atticus Ross,,band_member
Nine Inch Nails,Kevin McMahon,,band_member
Nine Inch Nails,Josh Freese,,band_member
Nine Inch Nails,Justin Meldal-Johnsen,,band_member
Nine Inch Nails,Eric Avery,,band_member
Nine Inch Nails,Jeordie White,,band_member
Nine Inch Nails,Alex Carapetis,,band_member
Nine Inch Nails,Jeff Ward,,band_member
Nine Inch Nails,James Wooley,,band_member
Nine Inch Nails,Aaron North,,band_member
Nine Inch Nails,Alessandro Cortini,,band_member
Nine Inch Nails,Nick Rushe,,band_member
Nine Inch Nails,Lee Mars,,band_member
Nine Inch Nails,Ilan Rubin,,band_member
Nine Inch Nails,Gary Talpas,,band_member
Nine Inch Nails,Rich Fownes,,band_member
Nine Inch Nails,Ron Musarra,,band_member
Nine Inch Nails,David Haymes,,band_member
Chris Vrenna,Marilyn Manson,,band_member
Martin Atkins,Killing Joke,,band_member
Joshua Eustis,Puscifer,,band_member
Trent Reznor,Josh Homme,Mantra,collab
Charlie Clouser,Rob Zombie,Reload,collab
Charlie Clouser,Type O Negative,Cinnamon Girl - Depressed Mode Mix,collab
Danny Lohner,A Perfect Circle,,band_member
Adrian Belew,King Crimson,,band_member
Robin Finck,Guns N' Roses,,band_member
Josh Freese,A Perfect Circle,,band_member
Josh Freese,Foo Fighters,,band_member
Josh Freese,Guns N' Roses,,band_member
Jeordie White,A Perfect Circle,,band_member
Jeordie White,Marilyn Manson,,band_member
A Perfect Circle,Troy Van Leeuwen,,band_member
A Perfect Circle,Paz Lenchantin,,band_member
A Perfect Circle,Maynard James Keenan,,band_member
A Perfect Circle,Billy Howerdel,,band_member
A Perfect Circle,"Tim ""Herb"" Alexander",,band_member
A Perfect Circle,Jeff Friedl,,band_member
A Perfect Circle,Matt Mcjunkins,,band_member
A Perfect Circle,Renholdër,Weak And Powerless - Tilling My Grave Renholder Mix,collab
A Perfect Circle,Wes Borland,Weak And Powerless - Tilling My Grave Renholder Mix,collab
Troy Van Leeuwen,Queens of the Stone Age,,band_member
Troy Van Leeuwen,Failure,,band_member
Maynard James Keenan,Puscifer,,band_member
Jeff Friedl,Puscifer,,band_member
Matt Mcjunkins,Puscifer,,band_member
Renholdër,Wes Borland,Weak And Powerless - Tilling My Grave Renholder Mix,collab
Wes Borland,Limp Bizkit,,band_member
Wes Borland,Marilyn Manson,,band_member
Limp Bizkit,Fred Durst,,band_member
Limp Bizkit,John Otto,,band_member
Limp Bizkit,Terry Balsamo,,band_member
Limp Bizkit,Leor Dimant,,band_member
Limp Bizkit,Sammy Siegler,,band_member
Limp Bizkit,Sam Rivers (2),,band_member
Limp Bizkit,Mike Smith (15),,band_member
Limp Bizkit,Rob Waters (2),,band_member
Fred Durst,Korn,All In the Family (feat. Fred Durst),collab
Korn,Jonathan Davis,,band_member
Korn,David Silveria,,band_member
Korn,Ray Luzier,,band_member
Korn,Brian Welch,,band_member
Korn,James Shaffer,,band_member
Korn,Reginald Arvizu,,band_member
Korn,Ice Cube,Children of the Korn (feat. Ice Cube),collab
Korn,Chino Moreno,Wicked (feat. Chino Moreno),collab
Korn,Skrillex,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),collab
Korn,Kill The Noise,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),collab
Korn,Corey Taylor,A Different World (feat. Corey Taylor),collab
Jonathan Davis,Rob Zombie,Thunder Kiss '65 - JDevil Number Of The Beast Remix,collab
Jonathan Davis,White Zombie,Thunder Kiss '65 - JDevil Number Of The Beast Remix,collab
Jonathan Davis,Emigrate,Silent So Long,collab
Chino Moreno,Deftones,,band_member
Deftones,Sergio Vega,,band_member
Deftones,Frank Delgado,,band_member
Deftones,Abe Cunningham,,band_member
Deftones,Chi Cheng,,band_member
Deftones,Stephen Carpenter,,band_member
Deftones,Dominic Garcia,,band_member
Deftones,John Taylor (31),,band_member
Skrillex,Kill The Noise,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),collab
Corey Taylor,Slipknot,,band_member
Slipknot,Joey Jordison,,band_member
Slipknot,James Root,,band_member
Slipknot,Sid Wilson,,band_member
Slipknot,Chris Fehn,,band_member
Slipknot,Paul Gray (3),,band_member
Slipknot,Shawn Crahan,,band_member
Slipknot,Craig Jones (2),,band_member
Slipknot,Mick Thomson,,band_member
Slipknot,Josh Brainard,,band_member
Slipknot,Michael Pfaff,,band_member
Slipknot,Donnie Steele,,band_member
Slipknot,Jay Weinberg,,band_member
Slipknot,Brandon Darner,,band_member
Slipknot,Eloy Casagrande,,band_member
Slipknot,Greg Welts,,band_member
Slipknot,Alessandro Venturella,,band_member
Slipknot,Kun P. Nong,,band_member
Slipknot,Andy Rouw,,band_member
deadmau5,Rob Swire,Ghosts 'n' Stuff,collab
Rob Swire,Pendulum,,band_member
The Prodigy,Liam Howlett,,band_member
The Prodigy,Keith Flint,,band_member
The Prodigy,Leeroy Thornhill,,band_member
The Prodigy,Keith Palmer,,band_member
The Prodigy,Pendulum,Voodoo People - Pendulum Mix,collab
Pendulum,Jakes,,band_member
Pendulum,Paul Kodish,,band_member
Pendulum,El Hornet,,band_member
Pendulum,Peredur Ap Gwynedd,,band_member
Pendulum,Gareth McGrillen,,band_member
Pendulum,Paul Harding (3),,band_member
Pendulum,KJ Sawka,,band_member
Pendulum,Benjamin Mount,,band_member
Pendulum,Matt White (3),,band_member
Pendulum,In Flames,Self vs Self (feat. In Flames),collab
Pendulum,Steven Wilson,The Fountain (feat. Steven Wilson),collab
In Flames,Jesper Strömblad,,band_member
In Flames,Anders Fridén,,band_member
In Flames,Daniel Erlandsson,,band_member
In Flames,Anders Iwers,,band_member
In Flames,Johan Larsson,,band_member
In Flames,Glenn Ljungström,,band_member
In Flames,Björn Gelotte,,band_member
In Flames,Carl Näslund,,band_member
In Flames,Daniel Svensson,,band_member
In Flames,Peter Iwers,,band_member
In Flames,Chris Broderick,,band_member
In Flames,Niclas Engelin,,band_member
In Flames,Joe Rickard,,band_member
In Flames,Tanner Wayne,,band_member
In Flames,Bryce Paul Newman,,band_member
Chris Broderick,Megadeth,,band_member
Ghost,Martin Persner,,band_member
Ghost,Simon Söderberg,,band_member
Ghost,Tobias Forge,,band_member
Ghost,Rikard Ottosson,,band_member
Ghost,Aksel Holmgren,,band_member
Ghost,Gustaf Lindström,,band_member
Ghost,Megan X Thomas,,band_member
Ghost,Joe Elliott,Spillways [Feat. Joe Elliott],collab
Ghost,Alison Mosshart,He Is,collab
Martin Persner,MCC [Magna Carta Cartel],,band_member
Martin Persner,Novarupta,Trieste,collab
Simon Söderberg,MCC [Magna Carta Cartel],,band_member
Tobias Forge,MCC [Magna Carta Cartel],,band_member
Foo Fighters,Taylor Hawkins,,band_member
Foo Fighters,Rami Jaffee,,band_member
Foo Fighters,Nate Mendel,,band_member
Foo Fighters,William Goldsmith,,band_member
Foo Fighters,Franz Stahl,,band_member
Foo Fighters,Chris Shiflett,,band_member
Foo Fighters,Georg Ruthenberg,,band_member
Taylor Hawkins,Dennis Wilson,Holy Man (Hawkins - May - Taylor - Wilson Version),collab
Taylor Hawkins,Brian May,Holy Man (Hawkins - May - Taylor - Wilson Version),collab
Taylor Hawkins,Roger Taylor,Holy Man (Hawkins - May - Taylor - Wilson Version),collab
Queens of the Stone Age,Mark Lanegan,,band_member
Queens of the Stone Age,Josh Homme,,band_member
Queens of the Stone Age,Alain Johannes,,band_member
Queens of the Stone Age,Chris Goss,,band_member
Queens of the Stone Age,Nick Oliveri,,band_member
Queens of the Stone Age,Jon Theodore,,band_member
Queens of the Stone Age,Natasha Shneider,,band_member
Queens of the Stone Age,Joey Castillo,,band_member
Queens of the Stone Age,David Catching,,band_member
Queens of the Stone Age,Matt Cameron,,band_member
Queens of the Stone Age,John McBain,,band_member
Queens of the Stone Age,Van Conner,,band_member
Queens of the Stone Age,Mario Lalli,,band_member
Queens of the Stone Age,Jason Albertini,,band_member
Queens of the Stone Age,Eva Nahon,,band_member
Queens of the Stone Age,Milo Beenhakker,,band_member
Queens of the Stone Age,Alfredo Hernandez,,band_member
Queens of the Stone Age,Dan Druff,,band_member
Queens of the Stone Age,Mike Johnson (8),,band_member
Queens of the Stone Age,Gene Trautmann,,band_member
Queens of the Stone Age,Nick Lucero,,band_member
Queens of the Stone Age,Dean Fertita,,band_member
Queens of the Stone Age,Mikey Shuman,,band_member
Queens of the Stone Age,Brendon McNichol,,band_member
Mark Lanegan,Screaming Trees,,band_member
Mark Lanegan,PJ Harvey,Hit the City,collab
Mark Lanegan,Moby,The Lonely Night - Reprise Version,collab
Mark Lanegan,Kris Kristofferson,The Lonely Night - Reprise Version,collab
Josh Homme,Kyuss,,band_member
Josh Homme,Them Crooked Vultures,,band_member
Josh Homme,Screaming Trees,,band_member
Nick Oliveri,Kyuss,,band_member
Matt Cameron,Soundgarden,,band_member
Van Conner,Screaming Trees,,band_member
Alfredo Hernandez,Kyuss,,band_member
Dean Fertita,The Dead Weather,,band_member
Dean Fertita,The Raconteurs,,band_member
Tenacious D,Jack Black (2),,band_member
Tenacious D,Kyle Gass,,band_member
Emigrate,Olsen Involtini,,band_member
Emigrate,Mikko Sirén,,band_member
Emigrate,Richard Kruspe Bernstein,,band_member
Emigrate,Henka Johansson,,band_member
Emigrate,Arnaud Giroux,,band_member
Emigrate,Margaux Bossieux,,band_member
Emigrate,Joe Letz,,band_member
Emigrate,Marilyn Manson,Hypothetical,collab
Emigrate,Cardinal Copia,I'm Not Afraid,collab
Richard Kruspe Bernstein,Rammstein,,band_member
Marilyn Manson,Tyler Bates,,band_member
Marilyn Manson,Ginger Fish,,band_member
Marilyn Manson,Scott Putesky,,band_member
Marilyn Manson,Tim Skold,,band_member
Marilyn Manson,Juan Alderete de la Pena,,band_member
Marilyn Manson,John Lowery,,band_member
Marilyn Manson,Sara Lee Lucas,,band_member
Marilyn Manson,Gil Sharone,,band_member
Marilyn Manson,Brad Stewart,,band_member
Marilyn Manson,Brian Warner (2),,band_member
Marilyn Manson,Timothy Linton,,band_member
Marilyn Manson,Matt Montgomery (2),,band_member
Marilyn Manson,Stephen Bier,,band_member
Marilyn Manson,Daniel Fox (2),,band_member
Marilyn Manson,Fred Sablan,,band_member
Marilyn Manson,Reba Meyers,,band_member
Marilyn Manson,Paul Wiley (2),,band_member
Marilyn Manson,Brandon Pertzborn,,band_member
Marilyn Manson,Avril Lavigne,Bad Girl (feat. Marilyn Manson),collab
Marilyn Manson,Rob Zombie,Helter Skelter,collab
Avril Lavigne,YUNGBLUD,I’m a Mess (with YUNGBLUD),collab
Avril Lavigne,ILLENIUM,Eyes Wide Shut,collab
Avril Lavigne,Travis Barker,Eyes Wide Shut,collab
Avril Lavigne,Billy Idol,77 - feat. Avril Lavigne,collab
Avril Lavigne,Simple Plan,Young & Dumb (feat. Simple Plan),collab
Rob Zombie,Five Finger Death Punch,Burn MF (feat Rob Zombie),collab
Rob Zombie,White Zombie,Thunder Kiss '65 - JDevil Number Of The Beast Remix,collab
Five Finger Death Punch,Darrell Roberts,,band_member
Five Finger Death Punch,Jeremy Spencer (2),,band_member
Five Finger Death Punch,Zoltan Bathory,,band_member
Five Finger Death Punch,Ivan Moody (2),,band_member
Five Finger Death Punch,Jason Hook,,band_member
Five Finger Death Punch,Matt Snell,,band_member
Five Finger Death Punch,Chris Kael,,band_member
Five Finger Death Punch,Caleb Bingham,,band_member
Five Finger Death Punch,Andy James (9),,band_member
Five Finger Death Punch,Charlie Engen,,band_member
White Zombie,Jay Yuenger,,band_member
White Zombie,John Tempesta,,band_member
White Zombie,Ivan DePrume,,band_member
White Zombie,John Ricci,,band_member
White Zombie,Phil Buerstatte,,band_member
White Zombie,Tim Jeffs,,band_member
White Zombie,Peter Landau,,band_member
White Zombie,"Paul ""Ena"" Kostabi",,band_member
White Zombie,Shauna Reynolds,,band_member
White Zombie,Robert Cummings (2),,band_member
White Zombie,Tom Guay (2),,band_member
Type O Negative,Josh Silver,,band_member
Type O Negative,Johnny Kelly,,band_member
Type O Negative,Kenny Hickey,,band_member
Type O Negative,Sal Abruscato,,band_member
Type O Negative,Peter Ratajczyk,,band_member
Rammstein,Christoph Schneider,,band_member
Rammstein,Paul Landers,,band_member
Rammstein,Christian Lorenz,,band_member
Rammstein,Till Lindemann,,band_member
Rammstein,Oliver Riedel,,band_member
Killing Joke,Paul Raven,,band_member
Killing Joke,Greg Hunter,,band_member
Killing Joke,Jaz Coleman,,band_member
Killing Joke,Kris Kylven,,band_member
Killing Joke,Ted Parsons,,band_member
Killing Joke,Paul Ferguson (2),,band_member
Killing Joke,Geordie Walker,,band_member
Killing Joke,Reza Udhin,,band_member
Killing Joke,Geoff Dugmore,,band_member
Killing Joke,Ben Calvert,,band_member
Killing Joke,Martin Glover,,band_member
Killing Joke,Dave Ball (3),,band_member
Killing Joke,Kneill Brown,,band_member
Killing Joke,Tom Dalgety,Big Buzz - Motorcade Mix,collab
Killing Joke,Nick Evans,Big Buzz - Motorcade Mix,collab
Tom Dalgety,Nick Evans,Big Buzz - Motorcade Mix,collab
Massive Attack,Robert Del Naja,,band_member
Massive Attack,Grant Marshall,,band_member
Massive Attack,Andrew Vowles,,band_member
Massive Attack,Adrian Thaws,,band_member
Massive Attack,Elizabeth Fraser,Teardrop,collab
Massive Attack,Damon Albarn,Saturday Come Slow,collab
Massive Attack,Guy Garvey,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Massive Attack,Ryuichi Sakamoto,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Massive Attack,Yukihiro Takahashi,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Massive Attack,Madonna,I Want You,collab
Massive Attack,David Bowie,"Nature Boy - From ""Moulin Rouge"" Soundtrack",collab
Elizabeth Fraser,Cocteau Twins,,band_member
Cocteau Twins,Robin Guthrie,,band_member
Cocteau Twins,Simon Raymonde,,band_member
Cocteau Twins,Ben Blakeman,,band_member
Cocteau Twins,Will Heggie,,band_member
Cocteau Twins,Harold Budd,"Sea, Swallow Me",collab
Spice,Emma Bunton,,band_member
Spice,Geri Halliwell,,band_member
Spice,Melanie Chisholm,,band_member
Spice,Melanie Brown,,band_member
Spice,Victoria Adams,,band_member
Spice,Sean Paul,Go Down Deh (feat. Sean Paul & Shaggy),collab
Spice,Shaggy,Go Down Deh (feat. Sean Paul & Shaggy),collab
Sean Paul,Shaggy,Go Down Deh (feat. Sean Paul & Shaggy),collab
Sean Paul,Paul McCartney,Love Song to the Earth,collab
Sean Paul,Jon Bon Jovi,Love Song to the Earth,collab
Sean Paul,Sheryl Crow,Love Song to the Earth,collab
Sean Paul,Fergie,Love Song to the Earth,collab
Sean Paul,Colbie Caillat,Love Song to the Earth,collab
Sean Paul,Natasha Bedingfield,Love Song to the Earth,collab
Sean Paul,Leona Lewis,Love Song to the Earth,collab
Sean Paul,Johnny Rzeznik,Love Song to the Earth,collab
Sean Paul,Krewella,Love Song to the Earth,collab
Sean Paul,Angelique Kidjo,Love Song to the Earth,collab
Sean Paul,Kelsea Ballerini,Love Song to the Earth,collab
Sean Paul,Nicole Scherzinger,Love Song to the Earth,collab
Sean Paul,Christina Grimmie,Love Song to the Earth,collab
Sean Paul,Victoria Justice,Love Song to the Earth,collab
Sean Paul,Q'orianka Kilcher,Love Song to the Earth,collab
Sean Paul,Sia,Cheap Thrills (feat. Sean Paul),collab
Sean Paul,Simple Plan,Summer Paradise (feat. Sean Paul) - Single Version,collab
Shaggy,Costi,Pretty Woman - Long Version,collab
Shaggy,Boy Spyce,Pretty Woman - Long Version,collab
Shaggy,Konshens,Pretty Woman - Long Version,collab
Shaggy,Sting,Don't Make Me Wait (with Shaggy),collab
Costi,Boy Spyce,Pretty Woman - Long Version,collab
Costi,Konshens,Pretty Woman - Long Version,collab
Boy Spyce,Konshens,Pretty Woman - Long Version,collab
Sting,Snoop Dogg,Another Part Of Me (feat. Sting),collab
Sting,Dr. Dre,Another Part Of Me (feat. Sting),collab
Sting,Jools Holland,Seventh Son,collab
MCC [Magna Carta Cartel],Arvid Persner,,band_member
MCC [Magna Carta Cartel],Pär Glendor,,band_member
Novarupta,Alex Stjernfeldt,,band_member
Steve Aoki,The Bloody Beetroots,New Noise,collab
Steve Aoki,Refused,New Noise,collab
The Bloody Beetroots,Simone Cogo,,band_member
The Bloody Beetroots,Refused,New Noise,collab
The Bloody Beetroots,Tom Morello,Lightning Over Mexico,collab
The Bloody Beetroots,Ana Tijoux,Lightning Over Mexico,collab
The Bloody Beetroots,Jet,My Name Is Thunder (Rock Version) - Bonus Track,collab
Refused,Mattias Bärjed,,band_member
Refused,David Sandström,,band_member
Refused,Dennis Lyxzén,,band_member
Refused,Magnus Björklund,,band_member
Refused,Kristofer Steen,,band_member
Refused,Jon Brännström,,band_member
Refused,Ulf Nyberg,,band_member
Refused,Pär Hansson,,band_member
Refused,Magnus Höggren,,band_member
Refused,Henrik Jansson (2),,band_member
Refused,Jonas Lidgren,,band_member
Refused,SAMURAI,Chippin' In,collab
Tom Morello,Ana Tijoux,Lightning Over Mexico,collab
Jet,Mark Wilson (3),,band_member
Jet,Nic Cester,,band_member
Jet,Cameron Muncey,,band_member
Jet,Chris Cester,,band_member
Jet,Doug Armstrong (2),,band_member
SAMURAI,Yujin Harada,,band_member
SAMURAI,Tetsu Yamauchi,,band_member
SAMURAI,Sabu Toyozumi,,band_member
SAMURAI,Mike Walker (4),,band_member
SAMURAI,Joe Dunnet,,band_member
SAMURAI,Hiro Izumi,,band_member
SAMURAI,John Redfern (2),,band_member
SAMURAI,Goro Yamamoto,,band_member
SAMURAI,Kunimitsu Fuyuume,,band_member
Tetsu Yamauchi,Free,,band_member
mgk,YUNGBLUD,I Think I'm OKAY (with YUNGBLUD & Travis Barker),collab
mgk,Travis Barker,I Think I'm OKAY (with YUNGBLUD & Travis Barker),collab
mgk,X Ambassadors,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",collab
mgk,Bebe Rexha,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",collab
YUNGBLUD,Travis Barker,I Think I'm OKAY (with YUNGBLUD & Travis Barker),collab
YUNGBLUD,Bring Me The Horizon,Obey (with YUNGBLUD),collab
Travis Barker,blink-182,,band_member
Travis Barker,+44,,band_member
Travis Barker,Bebe Rexha,Break My Heart Myself (feat. Travis Barker),collab
Travis Barker,ILLENIUM,Eyes Wide Shut,collab
Travis Barker,Transplants,,band_member
Travis Barker,Slash,Saturday Night,collab
Bring Me The Horizon,Jona Weinhofen,,band_member
Bring Me The Horizon,Matthew Nicholls (2),,band_member
Bring Me The Horizon,Curtis Ward,,band_member
Bring Me The Horizon,Oliver Sykes,,band_member
Bring Me The Horizon,Lee Malia,,band_member
Bring Me The Horizon,Matt Kean,,band_member
Bring Me The Horizon,Jordan Fish (2),,band_member
Bring Me The Horizon,Ed Sheeran,Bad Habits (feat. Bring Me The Horizon),collab
Ed Sheeran,Eminem,River (feat. Ed Sheeran),collab
Mastodon,Bill Kelliher,,band_member
Mastodon,Troy Sanders,,band_member
Mastodon,Brann Dailor,,band_member
Mastodon,Brent Hinds,,band_member
Mastodon,Eric Saner,,band_member
Troy Sanders,Kvelertak,Crack of Doom (feat. Troy Sanders),collab
Kvelertak,Ivar Nikolaisen,,band_member
Kvelertak,Håvard Takle Ohr,,band_member
Kvelertak,Erlend Hjelvik,,band_member
Kvelertak,Vidar Landa,,band_member
Kvelertak,Bjarte Lund Rolland,,band_member
Kvelertak,Kjetil Gjermundrød,,band_member
Kvelertak,Maciek Ofstad,,band_member
