source,target,song,type
Kvelertak,Marvin Nygaard,,band_member
Kvelertak,Anders Mosness,,band_member
Kyuss,John Garcia (2),,band_member
Kyuss,Brant Bjork,,band_member
Kyuss,Scott Reeder,,band_member
Kyuss,Chris Cockrell,,band_member
Them Crooked Vultures,John Baldwin,,band_member
John Baldwin,Led Zeppelin,,band_member
Led Zeppelin,Jimmy Page,,band_member
Led Zeppelin,Robert Plant,,band_member
Led Zeppelin,John Bonham,,band_member
Robert Plant,Jools Holland,Let the Boogie Woogie Roll (feat. Robert Plant),collab
Failure,Ken Andrews,,band_member
Failure,Greg Edwards (2),,band_member
Failure,Kellii Scott,,band_member
Failure,Robert Gauss,,band_member
Greg Edwards (2),Puscifer,,band_member
Puscifer,Paul Barker,,band_member
Puscifer,Mat Mitchell,,band_member
Puscifer,Sarah Jones (3),,band_member
Puscifer,Carina Round,,band_member
Puscifer,Gunnar Olsen,,band_member
Melvins,Paul Leary,,band_member
Melvins,Joe Preston,,band_member
Melvins,Billy Anderson,,band_member
Melvins,Trevor Dunn,,band_member
Melvins,Mark Deutrom,,band_member
Melvins,Kevin Rutmanis,,band_member
Melvins,Jeffrey Pinkus,,band_member
Melvins,Matt Lukin,,band_member
Melvins,Lori Black,,band_member
Melvins,Coady Willis,,band_member
Melvins,Steven McDonald,,band_member
Melvins,David Scott Stone,,band_member
Melvins,Jared Warren,,band_member
Melvins,Mike Dillard,,band_member
Melvins,Dave Sharp (5),,band_member
Melvins,Roger Osborne,,band_member
Damon Albarn,Blur,,band_member
Damon Albarn,Gorillaz,,band_member
Damon Albarn,Marianne Faithfull,Last Song,collab
Guy Garvey,Ryuichi Sakamoto,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Guy Garvey,Yukihiro Takahashi,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Ryuichi Sakamoto,Yukihiro Takahashi,Fatalism - Ryuchi Sakamoto & Yukihiro Takahashi Remix,collab
Ryuichi Sakamoto,David Sylvian,Forbidden Colors,collab
David Sylvian,Japan,,band_member
Blur,Graham Coxon,,band_member
Blur,Dave Rowntree,,band_member
Blur,Alex James (2),,band_member
Gorillaz,Miho Hatori,,band_member
Gorillaz,Junior Dan,,band_member
Gorillaz,Morgan Nicholls,,band_member
Gorillaz,Simon Tong,,band_member
Gorillaz,Mike Smith (3),,band_member
Gorillaz,Cass Browne,,band_member
Gorillaz,Jamie Hewlett,,band_member
Gorillaz,Dan Nakamura,,band_member
Gorillaz,Teren Delvon Jones,,band_member
Gorillaz,Seye Adelekan,,band_member
Gorillaz,Jeff Wootton,,band_member
Gorillaz,Remi Kabaka Jr.,,band_member
Gorillaz,MF DOOM,November Has Come,collab
Gorillaz,Lou Reed,Some Kind of Nature (feat. Lou Reed),collab
Gorillaz,Beck,The Valley of The Pagans (feat. Beck),collab
Japan,Mick Karn,,band_member
Japan,Steve Jansen,,band_member
Japan,Richard Barbieri,,band_member
Japan,Rob Dean,,band_member
Richard Barbieri,Porcupine Tree,,band_member
Porcupine Tree,Steven Wilson,,band_member
Porcupine Tree,Colin Edwin,,band_member
Porcupine Tree,Gavin Harrison,,band_member
Porcupine Tree,Chris Maitland,,band_member
Gavin Harrison,The Pineapple Thief,,band_member
Gavin Harrison,King Crimson,,band_member
The Pineapple Thief,Bruce Soord,,band_member
The Pineapple Thief,Steve Kitch,,band_member
The Pineapple Thief,Keith Harrison (4),,band_member
The Pineapple Thief,Jon Sykes,,band_member
The Pineapple Thief,Matt O'Leary,,band_member
King Crimson,Robert Fripp,,band_member
King Crimson,Mel Collins,,band_member
King Crimson,Bill Bruford,,band_member
King Crimson,William Rieflin,,band_member
King Crimson,David Cross,,band_member
King Crimson,Keith Tippett,,band_member
King Crimson,John Wetton,,band_member
King Crimson,Jamie Muir,,band_member
King Crimson,Gordon Haskell,,band_member
King Crimson,Andy McCulloch,,band_member
King Crimson,Peter Sinfield,,band_member
King Crimson,Tony Levin,,band_member
King Crimson,Ian McDonald,,band_member
King Crimson,Greg Lake,,band_member
King Crimson,Michael Giles,,band_member
King Crimson,Trey Gunn,,band_member
King Crimson,Pat Mastelotto,,band_member
King Crimson,Jeremy Stacey,,band_member
King Crimson,Boz Burrell,,band_member
King Crimson,Ian Wallace,,band_member
King Crimson,Jakko M. Jakszyk,,band_member
King Crimson,Raymond Burrell,,band_member
King Crimson,Chris Gibson (10),,band_member
John Wetton,Asia,,band_member
Greg Lake,"Emerson, Lake & Palmer",,band_member
Greg Lake,Asia,,band_member
Greg Lake,"Emerson, Lake & Powell",,band_member
Boz Burrell,Bad Company,,band_member
Raymond Burrell,Bad Company,,band_member
"Emerson, Lake & Palmer",Keith Emerson,,band_member
"Emerson, Lake & Palmer",Carl Palmer,,band_member
Keith Emerson,"Emerson, Lake & Powell",,band_member
Carl Palmer,Asia,,band_member
Asia,Neil Lockwood,,band_member
Asia,Steve Howe,,band_member
Asia,Billy Sherwood,,band_member
Asia,Pat Thrall,,band_member
Asia,Al Pitrelli,,band_member
Asia,Geoff Downes,,band_member
Asia,Jay Schellen,,band_member
Asia,Nigel Glockler,,band_member
Asia,Chris Slade,,band_member
Asia,Vinny Burns,,band_member
Asia,Michael Sturgis,,band_member
Asia,Mandy Meyer,,band_member
Asia,Guthrie Govan,,band_member
Asia,Marc Bonilla,,band_member
Asia,John Payne (6),,band_member
Asia,Sam Coulson,,band_member
Asia,Harry Whitley,,band_member
Al Pitrelli,Megadeth,,band_member
"Emerson, Lake & Powell",Cozy Powell,,band_member
Cozy Powell,Rainbow,,band_member
Cozy Powell,Black Sabbath,,band_member
Cozy Powell,Whitesnake,,band_member
Rainbow,Roger Glover,,band_member
Rainbow,Dave Rosenthal,,band_member
Rainbow,Tony Carey,,band_member
Rainbow,Bob Daisley,,band_member
Rainbow,Ritchie Blackmore,,band_member
Rainbow,Jens Johansson,,band_member
Rainbow,Gary Driscoll,,band_member
Rainbow,Mickey Lee Soule,,band_member
Rainbow,Ronald Padavona,,band_member
Rainbow,Paul Morris,,band_member
Rainbow,Don Airey,,band_member
Rainbow,Jimmy Bain,,band_member
Rainbow,Graham Bonnet,,band_member
Rainbow,Chuck Bürgi,,band_member
Rainbow,Bobby Rondinelli,,band_member
Rainbow,Jack Green,,band_member
Rainbow,Craig Gruber,,band_member
Rainbow,Mark Clarke (2),,band_member
Rainbow,John Miceli,,band_member
Rainbow,David Stone (3),,band_member
Rainbow,John O. Reilly,,band_member
Rainbow,Greg Smith (6),,band_member
Rainbow,Doogie White,,band_member
Rainbow,Bob Curiano,,band_member
Rainbow,David Keith (4),,band_member
Rainbow,Ronnie Romero,,band_member
Rainbow,Joseph Arthur Linquito,,band_member
Bob Daisley,Black Sabbath,,band_member
Jens Johansson,Dio,,band_member
Ronald Padavona,Black Sabbath,,band_member
Ronald Padavona,Dio,,band_member
Ronald Padavona,Heaven & Hell,,band_member
Jimmy Bain,Dio,,band_member
Bobby Rondinelli,Black Sabbath,,band_member
Craig Gruber,Black Sabbath,,band_member
Jeff Beck,Rod Stewart,People Get Ready,collab
Jeff Beck,Eric Clapton,Moon River,collab
Jeff Beck,ZZ Top,Sixteen Tons (feat. Jeff Beck) - Live from London,collab
Jeff Beck,Roger Taylor,Say It's Not True,collab
Jeff Beck,Jools Holland,Drown in My Own Tears - Instrumental,collab
Rod Stewart,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",collab
Rod Stewart,Miguel,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",collab
Rod Stewart,Mark Ronson,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",collab
Eric Clapton,Derek & The Dominos,,band_member
Eric Clapton,Howlin' Wolf,I Ain't Superstitious,collab
Eric Clapton,Steve Winwood,I Ain't Superstitious,collab
Eric Clapton,Ringo Starr,I Ain't Superstitious,collab
Eric Clapton,Bill Wyman,I Ain't Superstitious,collab
Eric Clapton,Bob Dylan,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
Eric Clapton,Roger McGuinn,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
Eric Clapton,Tom Petty,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
Eric Clapton,Neil Young,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
Eric Clapton,George Harrison,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
Eric Clapton,Jools Holland,Message to My Son,collab
Eric Clapton,Solomon Burke,Message to My Son,collab
ZZ Top,Billy Gibbons,,band_member
ZZ Top,Dusty Hill,,band_member
ZZ Top,Frank Beard,,band_member
ZZ Top,Lanier Greig,,band_member
ZZ Top,Dan Mitchell (3),,band_member
ZZ Top,Elwood Francis,,band_member
Black Sabbath,Neil Murray,,band_member
Black Sabbath,Tony Iommi,,band_member
Black Sabbath,Bill Ward,,band_member
Black Sabbath,Rob Halford,,band_member
Black Sabbath,Mike Bordin,,band_member
Black Sabbath,Glenn Hughes,,band_member
Black Sabbath,Jo Burt,,band_member
Black Sabbath,Eric Singer,,band_member
Black Sabbath,Terry Chimes,,band_member
Black Sabbath,Geezer Butler,,band_member
Black Sabbath,Ian Gillan,,band_member
Black Sabbath,Geoff Nicholls,,band_member
Black Sabbath,Bev Bevan,,band_member
Black Sabbath,Ray Gillen,,band_member
Black Sabbath,Vinny Appice,,band_member
Black Sabbath,Gordon Copley,,band_member
Black Sabbath,Dave Spitz,,band_member
Black Sabbath,Jeff Fenholt,,band_member
Black Sabbath,Dave Walker (6),,band_member
Black Sabbath,David Donato,,band_member
Black Sabbath,Anthony Philip Harford,,band_member
Neil Murray,Whitesnake,,band_member
Tony Iommi,Heaven & Hell,,band_member
Geezer Butler,Heaven & Hell,,band_member
Vinny Appice,Dio,,band_member
Vinny Appice,Heaven & Hell,,band_member
Dave Walker (6),Fleetwood Mac,,band_member
Dio,Rudy Sarzo,,band_member
Dio,Rowan Robertson,,band_member
Dio,Jeff Pilson,,band_member
Dio,Vivian Campbell,,band_member
Dio,Claude Schnell,,band_member
Dio,Scott Warren,,band_member
Dio,Teddy Cook,,band_member
Dio,Simon Wright (4),,band_member
Dio,Jerry Best,,band_member
Dio,Craig Goldy,,band_member
Dio,Doug Aldrich,,band_member
Dio,Jake Williams (5),,band_member
Dio,Tracy Grijalva,,band_member
Rudy Sarzo,Whitesnake,,band_member
Vivian Campbell,Whitesnake,,band_member
Vivian Campbell,Def Leppard,,band_member
Doug Aldrich,Whitesnake,,band_member
Whitesnake,Steve Vai,,band_member
Whitesnake,Aynsley Dunbar,,band_member
Whitesnake,Chris Frazier,,band_member
Whitesnake,Ian Paice,,band_member
Whitesnake,Jon Lord,,band_member
Whitesnake,Tommy Aldridge,,band_member
Whitesnake,Brett Tuggle,,band_member
Whitesnake,Reb Beach,,band_member
Whitesnake,Colin Hodgkinson,,band_member
Whitesnake,Bernie Marsden,,band_member
Whitesnake,Brian Tichy,,band_member
Whitesnake,David Coverdale,,band_member
Whitesnake,John Sykes,,band_member
Whitesnake,Micky Moody,,band_member
Whitesnake,Mel Galley,,band_member
Whitesnake,Denny Carmassi,,band_member
Whitesnake,Uriah Duffy,,band_member
Whitesnake,Dave Dowle,,band_member
Whitesnake,Adrian Vandenberg,,band_member
Whitesnake,Marco Mendoza,,band_member
Whitesnake,Timothy Drury,,band_member
Whitesnake,Brian Johnstone,,band_member
Whitesnake,Joel Hoekstra,,band_member
Whitesnake,Michele Luppi,,band_member
Whitesnake,Michael Devin (2),,band_member
Whitesnake,Tanya O'Callaghan,,band_member
Whitesnake,Dino Jelusić,,band_member
Whitesnake,Rick Serrate,,band_member
Def Leppard,Phil Collen,,band_member
Def Leppard,Joe Elliott,,band_member
Def Leppard,Rick Savage,,band_member
Def Leppard,Pete Willis,,band_member
Def Leppard,Steve Clark (5),,band_member
Def Leppard,Rick Allen (2),,band_member
Def Leppard,Tony Kenning,,band_member
Def Leppard,Brian May,"Now I'm Here - Live At The Freddie Mercury Tribute Concert, Wembley, London / 1992",collab
Paul McCartney,The Beatles,,band_member
Paul McCartney,Wings,,band_member
Paul McCartney,Pat Smear,Cut Me Some Slack,collab
Paul McCartney,Dolly Parton,Let It Be (feat. Paul McCartney and Ringo Starr),collab
Paul McCartney,Ringo Starr,Let It Be (feat. Paul McCartney and Ringo Starr),collab
Paul McCartney,Jeff Lynne,Beautiful Night - 2020 Remaster,collab
Paul McCartney,Linda McCartney,Beautiful Night - 2020 Remaster,collab
Paul McCartney,Rihanna,FourFiveSeconds,collab
Paul McCartney,Kanye West,FourFiveSeconds,collab
Paul McCartney,Michael Jackson,The Girl Is Mine (with Paul McCartney),collab
Paul McCartney,Khruangbin,Pretty Boys (feat. Khruangbin),collab
Paul McCartney,Jon Bon Jovi,Love Song to the Earth,collab
Paul McCartney,Sheryl Crow,Love Song to the Earth,collab
Paul McCartney,Fergie,Love Song to the Earth,collab
Paul McCartney,Colbie Caillat,Love Song to the Earth,collab
Paul McCartney,Natasha Bedingfield,Love Song to the Earth,collab
Paul McCartney,Leona Lewis,Love Song to the Earth,collab
Paul McCartney,Johnny Rzeznik,Love Song to the Earth,collab
Paul McCartney,Krewella,Love Song to the Earth,collab
Paul McCartney,Angelique Kidjo,Love Song to the Earth,collab
Paul McCartney,Kelsea Ballerini,Love Song to the Earth,collab
Paul McCartney,Nicole Scherzinger,Love Song to the Earth,collab
Paul McCartney,Christina Grimmie,Love Song to the Earth,collab
Paul McCartney,Victoria Justice,Love Song to the Earth,collab
Paul McCartney,Q'orianka Kilcher,Love Song to the Earth,collab
Manic Street Preachers,James Dean Bradfield,,band_member
Manic Street Preachers,Richey Edwards,,band_member
Manic Street Preachers,Sean Moore,,band_member
Manic Street Preachers,Nick Jones (5),,band_member
Manic Street Preachers,Nina Persson,Your Love Alone Is Not Enough (feat. Nina Persson),collab
Nina Persson,The Cardigans,,band_member
The Cardigans,Peter Svensson,,band_member
The Cardigans,Magnus Sveningsson,,band_member
The Cardigans,Bengt Lagerberg,,band_member
The Cardigans,Lars-Olof Johansson,,band_member
The Cardigans,Mattias Alfheim,,band_member
The Cardigans,Tom Jones,Burning Down The House,collab
Tom Jones,Stereophonics,Mama Told Me Not To Come,collab
Tom Jones,Robbie Williams,Are You Gonna Go My Way,collab
Tom Jones,Jools Holland,It'll Be Me,collab
Stereophonics,Kelly Jones,,band_member
Stereophonics,Javier Weyler,,band_member
Stereophonics,Jamie Morrison,,band_member
Stereophonics,Richard Jones (6),,band_member
Stereophonics,Stuart Cable,,band_member
Stereophonics,Adam Zindani,,band_member
Stereophonics,Jools Holland,Handbags And Gladrags,collab
Robbie Williams,Brad Paisley,"Collision of Worlds - From ""Cars 2""/Soundtrack Version",collab
Robbie Williams,Kylie Minogue,Kids,collab
Brad Paisley,Dolly Parton,When I Get Where I'm Going (feat. Dolly Parton),collab
Dolly Parton,Ringo Starr,Let It Be (feat. Paul McCartney and Ringo Starr),collab
Dolly Parton,Miley Cyrus,Wrecking Ball,collab
Dolly Parton,Michael Bolton,I Will Always Love You,collab
Ringo Starr,Howlin' Wolf,I Ain't Superstitious,collab
Ringo Starr,Steve Winwood,I Ain't Superstitious,collab
Ringo Starr,Bill Wyman,I Ain't Superstitious,collab
Ringo Starr,Jeff Lynne,Beautiful Night - 2020 Remaster,collab
Ringo Starr,Linda McCartney,Beautiful Night - 2020 Remaster,collab
Ringo Starr,Jools Holland,Boys,collab
Miley Cyrus,WATT,Nothing Else Matters,collab
Miley Cyrus,Elton John,Nothing Else Matters,collab
Miley Cyrus,Yo-Yo Ma,Nothing Else Matters,collab
Miley Cyrus,Chad Smith,Nothing Else Matters,collab
Michael Bolton,Richard Clayderman,(They Long to Be) Close to You (feat. Michael Bolton),collab
Howlin' Wolf,Steve Winwood,I Ain't Superstitious,collab
Howlin' Wolf,Bill Wyman,I Ain't Superstitious,collab
Steve Winwood,Bill Wyman,I Ain't Superstitious,collab
Steve Winwood,Jools Holland,I'm Ready,collab
Jeff Lynne,Traveling Wilburys,,band_member
Jeff Lynne,Linda McCartney,Beautiful Night - 2020 Remaster,collab
Linda McCartney,Wings,,band_member
Rihanna,Kanye West,FourFiveSeconds,collab
Khruangbin,"Donald Johnson, Jr.",,band_member
Khruangbin,Laura Lee (5),,band_member
Khruangbin,Mark Speer,,band_member
Jon Bon Jovi,Bon Jovi,,band_member
Jon Bon Jovi,Sheryl Crow,Love Song to the Earth,collab
Jon Bon Jovi,Fergie,Love Song to the Earth,collab
Jon Bon Jovi,Colbie Caillat,Love Song to the Earth,collab
Jon Bon Jovi,Natasha Bedingfield,Love Song to the Earth,collab
Jon Bon Jovi,Leona Lewis,Love Song to the Earth,collab
Jon Bon Jovi,Johnny Rzeznik,Love Song to the Earth,collab
Jon Bon Jovi,Krewella,Love Song to the Earth,collab
Jon Bon Jovi,Angelique Kidjo,Love Song to the Earth,collab
Jon Bon Jovi,Kelsea Ballerini,Love Song to the Earth,collab
Jon Bon Jovi,Nicole Scherzinger,Love Song to the Earth,collab
Jon Bon Jovi,Christina Grimmie,Love Song to the Earth,collab
Jon Bon Jovi,Victoria Justice,Love Song to the Earth,collab
Jon Bon Jovi,Q'orianka Kilcher,Love Song to the Earth,collab
Sheryl Crow,Fergie,Love Song to the Earth,collab
Sheryl Crow,Colbie Caillat,Love Song to the Earth,collab
Sheryl Crow,Natasha Bedingfield,Love Song to the Earth,collab
Sheryl Crow,Leona Lewis,Love Song to the Earth,collab
Sheryl Crow,Johnny Rzeznik,Love Song to the Earth,collab
Sheryl Crow,Krewella,Love Song to the Earth,collab
Sheryl Crow,Angelique Kidjo,Love Song to the Earth,collab
Sheryl Crow,Kelsea Ballerini,Love Song to the Earth,collab
Sheryl Crow,Nicole Scherzinger,Love Song to the Earth,collab
Sheryl Crow,Christina Grimmie,Love Song to the Earth,collab
Sheryl Crow,Victoria Justice,Love Song to the Earth,collab
Sheryl Crow,Q'orianka Kilcher,Love Song to the Earth,collab
Fergie,Colbie Caillat,Love Song to the Earth,collab
Fergie,Natasha Bedingfield,Love Song to the Earth,collab
Fergie,Leona Lewis,Love Song to the Earth,collab
Fergie,Johnny Rzeznik,Love Song to the Earth,collab
Fergie,Krewella,Love Song to the Earth,collab
Fergie,Angelique Kidjo,Love Song to the Earth,collab
Fergie,Kelsea Ballerini,Love Song to the Earth,collab
Fergie,Nicole Scherzinger,Love Song to the Earth,collab
Fergie,Christina Grimmie,Love Song to the Earth,collab
Fergie,Victoria Justice,Love Song to the Earth,collab
Fergie,Q'orianka Kilcher,Love Song to the Earth,collab
Colbie Caillat,Natasha Bedingfield,Love Song to the Earth,collab
Colbie Caillat,Leona Lewis,Love Song to the Earth,collab
Colbie Caillat,Johnny Rzeznik,Love Song to the Earth,collab
Colbie Caillat,Krewella,Love Song to the Earth,collab
Colbie Caillat,Angelique Kidjo,Love Song to the Earth,collab
Colbie Caillat,Kelsea Ballerini,Love Song to the Earth,collab
Colbie Caillat,Nicole Scherzinger,Love Song to the Earth,collab
Colbie Caillat,Christina Grimmie,Love Song to the Earth,collab
Colbie Caillat,Victoria Justice,Love Song to the Earth,collab
Colbie Caillat,Q'orianka Kilcher,Love Song to the Earth,collab
Natasha Bedingfield,Leona Lewis,Love Song to the Earth,collab
Natasha Bedingfield,Johnny Rzeznik,Love Song to the Earth,collab
Natasha Bedingfield,Krewella,Love Song to the Earth,collab
Natasha Bedingfield,Angelique Kidjo,Love Song to the Earth,collab
Natasha Bedingfield,Kelsea Ballerini,Love Song to the Earth,collab
Natasha Bedingfield,Nicole Scherzinger,Love Song to the Earth,collab
Natasha Bedingfield,Christina Grimmie,Love Song to the Earth,collab
Natasha Bedingfield,Victoria Justice,Love Song to the Earth,collab
Natasha Bedingfield,Q'orianka Kilcher,Love Song to the Earth,collab
Leona Lewis,Johnny Rzeznik,Love Song to the Earth,collab
Leona Lewis,Krewella,Love Song to the Earth,collab
Leona Lewis,Angelique Kidjo,Love Song to the Earth,collab
Leona Lewis,Kelsea Ballerini,Love Song to the Earth,collab
Leona Lewis,Nicole Scherzinger,Love Song to the Earth,collab
Leona Lewis,Christina Grimmie,Love Song to the Earth,collab
Leona Lewis,Victoria Justice,Love Song to the Earth,collab
Leona Lewis,Q'orianka Kilcher,Love Song to the Earth,collab
Johnny Rzeznik,Krewella,Love Song to the Earth,collab
Johnny Rzeznik,Angelique Kidjo,Love Song to the Earth,collab
Johnny Rzeznik,Kelsea Ballerini,Love Song to the Earth,collab
Johnny Rzeznik,Nicole Scherzinger,Love Song to the Earth,collab
Johnny Rzeznik,Christina Grimmie,Love Song to the Earth,collab
Johnny Rzeznik,Victoria Justice,Love Song to the Earth,collab
Johnny Rzeznik,Q'orianka Kilcher,Love Song to the Earth,collab
Krewella,Jahan Yousaf,,band_member
Krewella,Yasmine Yousaf,,band_member
Krewella,Kris Trindl,,band_member
Krewella,Angelique Kidjo,Love Song to the Earth,collab
Krewella,Kelsea Ballerini,Love Song to the Earth,collab
Krewella,Nicole Scherzinger,Love Song to the Earth,collab
Krewella,Christina Grimmie,Love Song to the Earth,collab
Krewella,Victoria Justice,Love Song to the Earth,collab
Krewella,Q'orianka Kilcher,Love Song to the Earth,collab
Angelique Kidjo,Kelsea Ballerini,Love Song to the Earth,collab
Angelique Kidjo,Nicole Scherzinger,Love Song to the Earth,collab
Angelique Kidjo,Christina Grimmie,Love Song to the Earth,collab
Angelique Kidjo,Victoria Justice,Love Song to the Earth,collab
Angelique Kidjo,Q'orianka Kilcher,Love Song to the Earth,collab
Angelique Kidjo,Levon Helm,Toast to Freedom - Long Version,collab
Angelique Kidjo,Kris Kristofferson,Toast to Freedom - Long Version,collab
Angelique Kidjo,Donald Fagen,Toast to Freedom - Long Version,collab
Angelique Kidjo,Rosanne Cash,Toast to Freedom - Long Version,collab
Angelique Kidjo,Marianne Faithfull,Toast to Freedom - Long Version,collab
Angelique Kidjo,Eric Burdon,Toast to Freedom - Long Version,collab
Angelique Kidjo,Ewan McGregor,Toast to Freedom - Long Version,collab
Angelique Kidjo,Carly Simon,Toast to Freedom - Long Version,collab
Angelique Kidjo,Shawn Mullins,Toast to Freedom - Long Version,collab
Angelique Kidjo,Taj Mahal,Toast to Freedom - Long Version,collab
Angelique Kidjo,Carl Carlton,Toast to Freedom - Long Version,collab
Angelique Kidjo,Larry Campbell,Toast to Freedom - Long Version,collab
Angelique Kidjo,Jane Birkin,Toast to Freedom - Long Version,collab
Angelique Kidjo,Emmanuel Jal,Toast to Freedom - Long Version,collab
Angelique Kidjo,The Blind Boys Of Alabama,Toast to Freedom - Long Version,collab
Angelique Kidjo,Amy Helm,Toast to Freedom - Long Version,collab
Angelique Kidjo,Arno,Toast to Freedom - Long Version,collab
Angelique Kidjo,Axelle Red,Toast to Freedom - Long Version,collab
Angelique Kidjo,Christine and the Queens,Toast to Freedom - Long Version,collab
Kelsea Ballerini,Nicole Scherzinger,Love Song to the Earth,collab
Kelsea Ballerini,Christina Grimmie,Love Song to the Earth,collab
Kelsea Ballerini,Victoria Justice,Love Song to the Earth,collab
Kelsea Ballerini,Q'orianka Kilcher,Love Song to the Earth,collab
Nicole Scherzinger,Christina Grimmie,Love Song to the Earth,collab
Nicole Scherzinger,Victoria Justice,Love Song to the Earth,collab
Nicole Scherzinger,Q'orianka Kilcher,Love Song to the Earth,collab
Christina Grimmie,Victoria Justice,Love Song to the Earth,collab
Christina Grimmie,Q'orianka Kilcher,Love Song to the Earth,collab
Victoria Justice,Q'orianka Kilcher,Love Song to the Earth,collab
Derek & The Dominos,Jim Gordon,,band_member
Derek & The Dominos,Bobby Whitlock,,band_member
Derek & The Dominos,Carl Radle,,band_member
The Beatles,John Lennon,,band_member
The Beatles,George Harrison,,band_member
The Beatles,Richard Starkey,,band_member
The Beatles,Pete Best,,band_member
The Beatles,Stuart Sutcliffe,,band_member
John Lennon,Elton John,"I Saw Her Standing There - Live From Madison Square Garden, USA/1974",collab
John Lennon,Yoko Ono,Give Peace A Chance - Remastered 2010,collab
George Harrison,Traveling Wilburys,,band_member
George Harrison,Bob Dylan,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
George Harrison,Roger McGuinn,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",collab
